Level,Label,Score,NALT_URI,1,2,3,4,5,6,7,8
8,Ateles geoffroyi,1,https://lod.nal.usda.gov/nalt/221179,,,,,,,,Ateles geoffroyi
6,Alouatta,1,https://lod.nal.usda.gov/nalt/6851,,,,,,Alouatta,,
5,Pitheciidae,1,https://lod.nal.usda.gov/nalt/269868,,,,,Pitheciidae,,,
6,Callicebus,1,https://lod.nal.usda.gov/nalt/342191,,,,,,Callicebus,,
5,Cebidae,1,https://lod.nal.usda.gov/nalt/6854,,,,,Cebidae,,,
6,Aotus (Cebidae),1,https://lod.nal.usda.gov/nalt/10604,,,,,,Aotus (Cebidae),,
7,Aotus nancymaae,1,https://lod.nal.usda.gov/nalt/343758,,,,,,,Aotus nancymaae,
6,Callimico,1,https://lod.nal.usda.gov/nalt/269778,,,,,,Callimico,,
7,Callimico goeldii,1,https://lod.nal.usda.gov/nalt/269779,,,,,,,Callimico goeldii,
6,Callithrix,1,https://lod.nal.usda.gov/nalt/21306,,,,,,Callithrix,,
8,Callithrix aurita,1,https://lod.nal.usda.gov/nalt/269783,,,,,,,,Callithrix aurita
8,Callithrix flaviceps,1,https://lod.nal.usda.gov/nalt/269787,,,,,,,,Callithrix flaviceps
8,Callithrix geoffroyi,1,https://lod.nal.usda.gov/nalt/255237,,,,,,,,Callithrix geoffroyi
8,Callithrix jacchus,1,https://lod.nal.usda.gov/nalt/21307,,,,,,,,Callithrix jacchus
8,Callithrix penicillata,1,https://lod.nal.usda.gov/nalt/243184,,,,,,,,Callithrix penicillata
6,Callitrichidae,1,https://lod.nal.usda.gov/nalt/21305,,,,,,Callitrichidae,,
7,Leontopithecus,1,https://lod.nal.usda.gov/nalt/21315,,,,,,,Leontopithecus,
8,Leontopithecus caissara,1,https://lod.nal.usda.gov/nalt/190167,,,,,,,,Leontopithecus caissara
8,Leontopithecus chrysomelas,1,https://lod.nal.usda.gov/nalt/43398,,,,,,,,Leontopithecus chrysomelas
8,Leontopithecus chrysopygus,1,https://lod.nal.usda.gov/nalt/17775,,,,,,,,Leontopithecus chrysopygus
8,Leontopithecus rosalia,1,https://lod.nal.usda.gov/nalt/43392,,,,,,,,Leontopithecus rosalia
7,Saguinus,1,https://lod.nal.usda.gov/nalt/21316,,,,,,,Saguinus,
8,Saguinus bicolor,1,https://lod.nal.usda.gov/nalt/269791,,,,,,,,Saguinus bicolor
8,Saguinus geoffroyi,1,https://lod.nal.usda.gov/nalt/269797,,,,,,,,Saguinus geoffroyi
8,Saguinus leucopus,1,https://lod.nal.usda.gov/nalt/269801,,,,,,,,Saguinus leucopus
8,Saguinus oedipus,1,https://lod.nal.usda.gov/nalt/29646,,,,,,,,Saguinus oedipus
6,Cebus,1,https://lod.nal.usda.gov/nalt/22092,,,,,,Cebus,,
7,Cebus apella,1,https://lod.nal.usda.gov/nalt/296495,,,,,,,Cebus apella,
7,Cebus capucinus,1,https://lod.nal.usda.gov/nalt/314522,,,,,,,Cebus capucinus,
6,Saimiri,1,https://lod.nal.usda.gov/nalt/23237,,,,,,Saimiri,,
7,Saimiri sciureus,1,https://lod.nal.usda.gov/nalt/28235,,,,,,,Saimiri sciureus,
7,Saimiri oerstedii,1,https://lod.nal.usda.gov/nalt/269795,,,,,,,Saimiri oerstedii,
7,Sapajus xanthosternos,1,https://lod.nal.usda.gov/nalt/326191,,,,,,,Sapajus xanthosternos,
5,Cercopithecidae,1,https://lod.nal.usda.gov/nalt/23977,,,,,Cercopithecidae,,,
6,Cercocebus,1,https://lod.nal.usda.gov/nalt/23975,,,,,,Cercocebus,,
7,Cercocebus galeritus,1,https://lod.nal.usda.gov/nalt/269804,,,,,,,Cercocebus galeritus,
6,Cercopithecus,1,https://lod.nal.usda.gov/nalt/23985,,,,,,Cercopithecus,,
7,Cercopithecus aethiops,1,https://lod.nal.usda.gov/nalt/4863,,,,,,,Cercopithecus aethiops,
6,Chlorocebus,1,https://lod.nal.usda.gov/nalt/314431,,,,,,Chlorocebus,,
7,Chlorocebus pygerythrus,1,https://lod.nal.usda.gov/nalt/314432,,,,,,,Chlorocebus pygerythrus,
6,Macaca,1,https://lod.nal.usda.gov/nalt/23988,,,,,,Macaca,,
7,Macaca arctoides,1,https://lod.nal.usda.gov/nalt/16225,,,,,,,Macaca arctoides,
7,Macaca fascicularis,1,https://lod.nal.usda.gov/nalt/31202,,,,,,,Macaca fascicularis,
7,Macaca fuscata,1,https://lod.nal.usda.gov/nalt/48042,,,,,,,Macaca fuscata,
7,Macaca mulatta,1,https://lod.nal.usda.gov/nalt/50975,,,,,,,Macaca mulatta,
7,Macaca nemestrina,1,https://lod.nal.usda.gov/nalt/50976,,,,,,,Macaca nemestrina,
7,Macaca radiata,1,https://lod.nal.usda.gov/nalt/18568,,,,,,,Macaca radiata,
7,Macaca silenus,1,https://lod.nal.usda.gov/nalt/269810,,,,,,,Macaca silenus,
6,Papio,1,https://lod.nal.usda.gov/nalt/14452,,,,,,Papio,,
7,Papio anubis,1,https://lod.nal.usda.gov/nalt/56769,,,,,,,Papio anubis,
7,Papio cynocephalus,1,https://lod.nal.usda.gov/nalt/123449,,,,,,,Papio cynocephalus,
7,Papio hamadryas,1,https://lod.nal.usda.gov/nalt/123448,,,,,,,Papio hamadryas,
7,Papio papio,1,https://lod.nal.usda.gov/nalt/123451,,,,,,,Papio papio,
7,Papio ursinus,1,https://lod.nal.usda.gov/nalt/123450,,,,,,,Papio ursinus,
5,Galagidae,1,https://lod.nal.usda.gov/nalt/295181,,,,,Galagidae,,,
6,Galago,1,https://lod.nal.usda.gov/nalt/42162,,,,,,Galago,,
7,Galago granti,1,https://lod.nal.usda.gov/nalt/295180,,,,,,,Galago granti,
5,Hominidae,1,https://lod.nal.usda.gov/nalt/45760,,,,,Hominidae,,,
6,Gorilla,1,https://lod.nal.usda.gov/nalt/43523,,,,,,Gorilla,,
7,Gorilla beringei,1,https://lod.nal.usda.gov/nalt/196313,,,,,,,Gorilla beringei,
7,Gorilla gorilla,1,https://lod.nal.usda.gov/nalt/43524,,,,,,,Gorilla gorilla,
5,Hylobatidae,1,https://lod.nal.usda.gov/nalt/42944,,,,,Hylobatidae,,,
6,Hylobates,1,https://lod.nal.usda.gov/nalt/46460,,,,,,Hylobates,,
7,Hylobates lar,1,https://lod.nal.usda.gov/nalt/255141,,,,,,,Hylobates lar,
5,Lemuridae,1,https://lod.nal.usda.gov/nalt/49616,,,,,Lemuridae,,,
6,Eulemur,1,https://lod.nal.usda.gov/nalt/281204,,,,,,Eulemur,,
7,Eulemur fulvus,1,https://lod.nal.usda.gov/nalt/300464,,,,,,,Eulemur fulvus,
6,Lemur,1,https://lod.nal.usda.gov/nalt/49615,,,,,,Lemur,,
7,Lemur catta,1,https://lod.nal.usda.gov/nalt/243135,,,,,,,Lemur catta,
6,Prolemur,1,https://lod.nal.usda.gov/nalt/285944,,,,,,Prolemur,,
7,Prolemur simus,1,https://lod.nal.usda.gov/nalt/285945,,,,,,,Prolemur simus,
6,Varecia,1,https://lod.nal.usda.gov/nalt/277733,,,,,,Varecia,,
5,Lepilemuridae,1,https://lod.nal.usda.gov/nalt/269864,,,,,Lepilemuridae,,,
6,Lepilemur,1,https://lod.nal.usda.gov/nalt/281198,,,,,,Lepilemur,,
7,Lepilemur edwardsi,1,https://lod.nal.usda.gov/nalt/281199,,,,,,,Lepilemur edwardsi,
5,Lorisidae,1,https://lod.nal.usda.gov/nalt/20565,,,,,Lorisidae,,,
6,Nycticebus,1,https://lod.nal.usda.gov/nalt/269867,,,,,,Nycticebus,,
5,Pongidae,1,https://lod.nal.usda.gov/nalt/10646,,,,,Pongidae,,,
6,Pan (Pongidae),1,https://lod.nal.usda.gov/nalt/56624,,,,,,Pan (Pongidae),,
7,Pan troglodytes,1,https://lod.nal.usda.gov/nalt/24997,,,,,,,Pan troglodytes,
7,Pan paniscus,1,https://lod.nal.usda.gov/nalt/18570,,,,,,,Pan paniscus,
6,Pongo,1,https://lod.nal.usda.gov/nalt/59210,,,,,,Pongo,,
7,Pongo abelii,1,https://lod.nal.usda.gov/nalt/210122,,,,,,,Pongo abelii,
7,Pongo pygmaeus,1,https://lod.nal.usda.gov/nalt/56008,,,,,,,Pongo pygmaeus,
5,Tarsiidae,1,https://lod.nal.usda.gov/nalt/59619,,,,,Tarsiidae,,,
4,rodents,1,https://lod.nal.usda.gov/nalt/25072,,,,rodents,,,,
5,Chinchilla lanigera,1,https://lod.nal.usda.gov/nalt/75690,,,,,Chinchilla lanigera,,,
5,Cynomys,1,https://lod.nal.usda.gov/nalt/31203,,,,,Cynomys,,,
5,gerbils,1,https://lod.nal.usda.gov/nalt/42829,,,,,gerbils,,,
5,guinea pigs,1,https://lod.nal.usda.gov/nalt/23179,,,,,guinea pigs,,,
5,hamsters,1,https://lod.nal.usda.gov/nalt/25091,,,,,hamsters,,,
5,Marmota monax,1,https://lod.nal.usda.gov/nalt/43927,,,,,Marmota monax,,,
5,mice,1,https://lod.nal.usda.gov/nalt/48531,,,,,mice,,,
5,mole rats,1,https://lod.nal.usda.gov/nalt/190028,,,,,mole rats,,,
5,Peromyscus,1,https://lod.nal.usda.gov/nalt/57495,,,,,Peromyscus,,,
5,rats,1,https://lod.nal.usda.gov/nalt/53727,,,,,rats,,,
4,rabbits,1,https://lod.nal.usda.gov/nalt/49693,,,,rabbits,,,,
5,Dutch Belted (rabbit breed),1,https://lod.nal.usda.gov/nalt/34944,,,,,Dutch Belted (rabbit breed),,,
5,New Zealand White rabbit,1,https://lod.nal.usda.gov/nalt/54783,,,,,New Zealand White Rabbit,,,
4,ungulates,1,https://lod.nal.usda.gov/nalt/12636,,,,ungulates,,,,
5,horses,1,https://lod.nal.usda.gov/nalt/37683,,,,,horses,,,
5,ruminants,1,https://lod.nal.usda.gov/nalt/9888,,,,,ruminants,,,
6,cattle,1,https://lod.nal.usda.gov/nalt/16304,,,,,,cattle,,
7,beef cattle,1,https://lod.nal.usda.gov/nalt/16293,,,,,,,beef cattle,
7,bulls,1,https://lod.nal.usda.gov/nalt/16297,,,,,,,bulls,
7,bullocks,1,https://lod.nal.usda.gov/nalt/67757,,,,,,,bullocks,
7,calves,1,https://lod.nal.usda.gov/nalt/21177,,,,,,,calves,
7,cows,1,https://lod.nal.usda.gov/nalt/16309,,,,,,,cows,
7,dairy cattle,1,https://lod.nal.usda.gov/nalt/23071,,,,,,,dairy cattle,
7,heifers,1,https://lod.nal.usda.gov/nalt/23072,,,,,,,heifers,
7,oxen,1,https://lod.nal.usda.gov/nalt/23073,,,,,,,oxen,
7,steers,1,https://lod.nal.usda.gov/nalt/23074,,,,,,,steers,
6,small ruminants,1,https://lod.nal.usda.gov/nalt/6859,,,,,,small ruminants,,
7,alpacas,1,https://lod.nal.usda.gov/nalt/6857,,,,,,,alpacas,
7,deer,1,https://lod.nal.usda.gov/nalt/7153,,,,,,,deer,
7,goats,1,https://lod.nal.usda.gov/nalt/22030,,,,,,,goats,
7,llamas,1,https://lod.nal.usda.gov/nalt/7157,,,,,,,llamas,
7,sheep,1,https://lod.nal.usda.gov/nalt/38846,,,,,,,sheep,
7,vicunas,1,https://lod.nal.usda.gov/nalt/49017,,,,,,,vicunas,
5,swine,1,https://lod.nal.usda.gov/nalt/15907,,,,,swine,,,
6,miniature swine,1,https://lod.nal.usda.gov/nalt/53095,,,,,,miniature swine,,
3,reptiles,1,https://lod.nal.usda.gov/nalt/906,,,reptiles,,,,,
4,turtles,1,https://lod.nal.usda.gov/nalt/7161,,,,turtles,,,,
5,Trachemys scripta scripta,1,https://lod.nal.usda.gov/nalt/240383,,,,,Trachemys scripta scripta,,,
2,racing animals,1,https://lod.nal.usda.gov/nalt/9585,,racing animals,,,,,,
2,semi-domestic animals,1,https://lod.nal.usda.gov/nalt/261033,,semi-domestic animals,,,,,,
2,stray animals,1,https://lod.nal.usda.gov/nalt/9586,,stray animals,,,,,,
2,transgenic animals,1,https://lod.nal.usda.gov/nalt/9587,,transgenic animals,,,,,,
2,wild animals,1,https://lod.nal.usda.gov/nalt/9150,,wild animals,,,,,,
2,wool producing animals,1,https://lod.nal.usda.gov/nalt/305677,,wool producing animals,,,,,,
2,working animals,1,https://lod.nal.usda.gov/nalt/9074,,working animals,,,,,,
2,vertebrates,1,https://lod.nal.usda.gov/nalt/8079,,vertebrates,,,,,,
2,young animals,1,https://lod.nal.usda.gov/nalt/8964,,young animals,,,,,,
2,zoo animals,1,https://lod.nal.usda.gov/nalt/9151,,zoo animals,,,,,,
2,insects,1,https://lod.nal.usda.gov/nalt/4395,,insects,,,,,,
1,animal behavior,1,https://lod.nal.usda.gov/nalt/5156,animal behavior,,,,,,,
2,environmental enrichment,1,https://lod.nal.usda.gov/nalt/9057,,environmental enrichment,,,,,,
3,manmade structures,1,https://lod.nal.usda.gov/nalt/5481,,,manmade structures,,,,,
3,plants (botany),1,https://lod.nal.usda.gov/nalt/874,,,plants (botany),,,,,
2,feeding enrichment,1,https://lod.nal.usda.gov/nalt/313312,,feeding enrichment,,,,,,
2,nestlets,1,https://lod.nal.usda.gov/nalt/310450,,nestlets,,,,,,
2,social enrichment,1,https://lod.nal.usda.gov/nalt/68552,,social enrichment,,,,,,
2,toys,1,https://lod.nal.usda.gov/nalt/390,,toys,,,,,,
2,abnormal behavior,1,https://lod.nal.usda.gov/nalt/1750,,abnormal behavior,,,,,,
3,stereotyped behavior,1,https://lod.nal.usda.gov/nalt/1755,,,stereotyped behavior,,,,,
2,animal preferences,1,https://lod.nal.usda.gov/nalt/8987,,animal preferences,,,,,,
2,displacement activities,1,https://lod.nal.usda.gov/nalt/8992,,displacement activities,,,,,,
2,feeding behavior,1,https://lod.nal.usda.gov/nalt/8996,,feeding behavior,,,,,,
3,browsing,1,https://lod.nal.usda.gov/nalt/20122,,,browsing,,,,,
3,foraging,1,https://lod.nal.usda.gov/nalt/39711,,,foraging,,,,,
2,maternal behavior,1,https://lod.nal.usda.gov/nalt/16452,,maternal behavior,,,,,,
2,social behavior,1,https://lod.nal.usda.gov/nalt/16457,,social behavior,,,,,,
3,social dominance,1,https://lod.nal.usda.gov/nalt/9013,,,social dominance,,,,,
3,social facilitation,1,https://lod.nal.usda.gov/nalt/63282,,,social facilitation,,,,,
2,training (animals),1,https://lod.nal.usda.gov/nalt/9268,,training (animals),,,,,,
3,operant conditioning,1,https://lod.nal.usda.gov/nalt/28487,,,operant conditioning,,,,,
3,avoidance conditioning,1,https://lod.nal.usda.gov/nalt/14242,,,avoidance conditioning,,,,,
1,animal science,1,https://lod.nal.usda.gov/nalt/332,animal science,,,,,,,
2,zoology,1,https://lod.nal.usda.gov/nalt/1144,,zoology,,,,,,
2,medical sciences,1,https://lod.nal.usda.gov/nalt/45052,,medical sciences,,,,,,
3,pharmacology,1,https://lod.nal.usda.gov/nalt/24572,,,pharmacology,,,,,
4,drug development,1,https://lod.nal.usda.gov/nalt/330369,,,,drug development,,,,
4,medicinal properties,1,https://lod.nal.usda.gov/nalt/8450,,,,medicinal properties,,,,
2,anthropology,1,https://lod.nal.usda.gov/nalt/10088,,anthropology,,,,,,
3,human-animal relations,1,https://lod.nal.usda.gov/nalt/9260,,,human-animal relations,,,,,
4,human-wildlife relations,1,https://lod.nal.usda.gov/nalt/9141,,,,human-wildlife relations,,,,
2,agricultural sciences,1,https://lod.nal.usda.gov/nalt/300503,,agricultural sciences,,,,,,
2,anatomy and morphology,1,https://lod.nal.usda.gov/nalt/8586,,anatomy and morphology,,,,,,
3,cadaver,1,https://lod.nal.usda.gov/nalt/332018,,,cadaver,,,,,
3,visual aids,1,https://lod.nal.usda.gov/nalt/146549,,,visual aids,,,,,
4,audiovisuals,1,https://lod.nal.usda.gov/nalt/13817,,,,audiovisuals,,,,
1,animal husbandry,1,https://lod.nal.usda.gov/nalt/9054,animal husbandry,,,,,,,
2,facilities management,1,https://lod.nal.usda.gov/nalt/332181,,facilities management,,,,,,
2,standard operating procedures,1,https://lod.nal.usda.gov/nalt/4281,,standard operating procedures,,,,,,
2,animal handling,1,https://lod.nal.usda.gov/nalt/9055,,animal handling,,,,,,
3,capture of animals,1,https://lod.nal.usda.gov/nalt/9051,,,capture of animals,,,,,
2,restraint of animals,1,https://lod.nal.usda.gov/nalt/9072,,restraint of animals,,,,,,
2,animal housing,1,https://lod.nal.usda.gov/nalt/5482,,animal housing,,,,,,
3,shade,1,https://lod.nal.usda.gov/nalt/37449,,,shade,,,,,
3,environmental control systems,1,https://lod.nal.usda.gov/nalt/375,,,environmental control systems,,,,,
4,humidifiers,1,https://lod.nal.usda.gov/nalt/37437,,,,humidifiers,,,,
4,lighting,1,https://lod.nal.usda.gov/nalt/12598,,,,lighting,,,,
5,incandescent lighting,1,https://lod.nal.usda.gov/nalt/47083,,,,,incandescent lighting,,,
5,fluorescent lighting,1,https://lod.nal.usda.gov/nalt/40710,,,,,fluorescent lighting,,,
5,lamps,1,https://lod.nal.usda.gov/nalt/49108,,,,,lamps,,,
6,incandescent lamps,1,https://lod.nal.usda.gov/nalt/189805,,,,,,incandescent lamps,,
6,fluorescent lamps,1,https://lod.nal.usda.gov/nalt/289671,,,,,,fluorescent lamps,,
5,supplementary lighting,1,https://lod.nal.usda.gov/nalt/50044,,,,,supplementary lighting,,,
4,ventilation systems,1,https://lod.nal.usda.gov/nalt/5827,,,,ventilation systems,,,,
3,animal pens,1,https://lod.nal.usda.gov/nalt/9254,,,animal pens,,,,,
3,animal rooms,1,https://lod.nal.usda.gov/nalt/68517,,,animal rooms,,,,,
3,animal space requirements,1,https://lod.nal.usda.gov/nalt/9246,,,animal space requirements,,,,,
3,cages,1,https://lod.nal.usda.gov/nalt/9070,,,cages,,,,,
4,cage design,1,https://lod.nal.usda.gov/nalt/21006,,,,cage design,,,,
4,cage size,1,https://lod.nal.usda.gov/nalt/21010,,,,cage size,,,,
3,group housing,1,https://lod.nal.usda.gov/nalt/9250,,,group housing,,,,,
4,pair housing,1,https://lod.nal.usda.gov/nalt/68548,,,,pair housing,,,,
3,litter (bedding),1,https://lod.nal.usda.gov/nalt/9251,,,litter (bedding),,,,,
3,nest boxes,1,https://lod.nal.usda.gov/nalt/9253,,,nest boxes,,,,,
3,perches (animal housing),1,https://lod.nal.usda.gov/nalt/70047,,,perches (animal housing),,,,,
3,stocking rate,1,https://lod.nal.usda.gov/nalt/9267,,,stocking rate,,,,,
2,animal nutrition,1,https://lod.nal.usda.gov/nalt/9178,,animal nutrition,,,,,,
3,feed intake,1,https://lod.nal.usda.gov/nalt/9326,,,feed intake,,,,,
3,feeding methods,1,https://lod.nal.usda.gov/nalt/4047,,,feeding methods,,,,,
4,feed deprivation,1,https://lod.nal.usda.gov/nalt/9181,,,,feed deprivation,,,,
4,parenteral feeding,1,https://lod.nal.usda.gov/nalt/39720,,,,parenteral feeding,,,,
2,animal breeding,1,https://lod.nal.usda.gov/nalt/9021,,animal breeding,,,,,,
2,animal feeding,1,https://lod.nal.usda.gov/nalt/4048,,animal feeding,,,,,,
3,feeding methods,1,https://lod.nal.usda.gov/nalt/4047,,,feeding methods,,,,,
2,animal care,1,https://lod.nal.usda.gov/nalt/9052,,animal care,,,,,,
2,cryopreservation,1,https://lod.nal.usda.gov/nalt/30341,,cryopreservation,,,,,,
2,animal identification,1,https://lod.nal.usda.gov/nalt/9056,,animal identification,,,,,,
3,animal branding,1,https://lod.nal.usda.gov/nalt/9272,,,animal branding,,,,,
3,bird banding,1,https://lod.nal.usda.gov/nalt/282746,,,bird banding,,,,,
3,ear tags,1,https://lod.nal.usda.gov/nalt/9065,,,ear tags,,,,,
3,radio frequency identification,1,https://lod.nal.usda.gov/nalt/9274,,,radio frequency identification,,,,,
3,tattooing,1,https://lod.nal.usda.gov/nalt/9273,,,tattooing,,,,,
2,blood transfusion,1,https://lod.nal.usda.gov/nalt/18064,,blood transfusion,,,,,,
2,beak trimming,1,https://lod.nal.usda.gov/nalt/9229,,beak trimming,,,,,,
2,blood sampling,1,https://lod.nal.usda.gov/nalt/18122,,blood sampling,,,,,,
2,hoof trimming,1,https://lod.nal.usda.gov/nalt/9231,,hoof trimming,,,,,,
2,animal tissues,1,https://lod.nal.usda.gov/nalt/8967,,animal tissues,,,,,,
3,skin (animal),1,https://lod.nal.usda.gov/nalt/32499,,,skin (animal),,,,,
2,genotyping,1,https://lod.nal.usda.gov/nalt/199091,,genotyping,,,,,,
2,drug injection,1,https://lod.nal.usda.gov/nalt/34637,,drug injection,,,,,,
3,intramuscular injection,1,https://lod.nal.usda.gov/nalt/34650,,,intramuscular injection,,,,,
3,intraocular injection,1,https://lod.nal.usda.gov/nalt/254566,,,intraocular injection,,,,,
4,intravitreal injection,1,https://lod.nal.usda.gov/nalt/254567,,,,intravitreal injection,,,,
3,intraperitoneal injection,1,https://lod.nal.usda.gov/nalt/34651,,,intraperitoneal injection,,,,,
3,intravenous injection,1,https://lod.nal.usda.gov/nalt/34652,,,intravenous injection,,,,,
3,subcutaneous injection,1,https://lod.nal.usda.gov/nalt/34653,,,subcutaneous injection,,,,,
3,fluid therapy,1,https://lod.nal.usda.gov/nalt/40688,,,fluid therapy,,,,,
4,oral rehydration,1,https://lod.nal.usda.gov/nalt/40690,,,,oral rehydration,,,,
2,diagnostic techniques,1,https://lod.nal.usda.gov/nalt/8499,,diagnostic techniques,,,,,,
3,breath tests,1,https://lod.nal.usda.gov/nalt/203771,,,breath tests,,,,,
3,clinical examination,1,https://lod.nal.usda.gov/nalt/26913,,,clinical examination,,,,,
3,endoscopy,1,https://lod.nal.usda.gov/nalt/37074,,,endoscopy,,,,,
3,exercise test,1,https://lod.nal.usda.gov/nalt/12222,,,exercise test,,,,,
3,fecal examination,1,https://lod.nal.usda.gov/nalt/302235,,,fecal examination,,,,,
3,glucose tolerance tests,1,https://lod.nal.usda.gov/nalt/229208,,,glucose tolerance tests,,,,,
3,hearing tests,1,https://lod.nal.usda.gov/nalt/333208,,,hearing tests,,,,,
3,hematologic tests,1,https://lod.nal.usda.gov/nalt/18068,,,hematologic tests,,,,,
3,kidney function tests,1,https://lod.nal.usda.gov/nalt/84007,,,kidney function tests,,,,,
3,liver function tests,1,https://lod.nal.usda.gov/nalt/84877,,,liver function tests,,,,,
3,medical history,1,https://lod.nal.usda.gov/nalt/33026,,,medical history,,,,,
3,necropsy,1,https://lod.nal.usda.gov/nalt/104870,,,necropsy,,,,,
3,pain tests,1,https://lod.nal.usda.gov/nalt/287225,,,pain tests,,,,,
3,plethysmography,1,https://lod.nal.usda.gov/nalt/338617,,,plethysmography,,,,,
3,psychological tests,1,https://lod.nal.usda.gov/nalt/327779,,,psychological tests,,,,,
3,thyroid function tests,1,https://lod.nal.usda.gov/nalt/94693,,,thyroid function tests,,,,,
3,urinalysis,1,https://lod.nal.usda.gov/nalt/153592,,,urinalysis,,,,,
3,xenodiagnosis,1,https://lod.nal.usda.gov/nalt/33027,,,xenodiagnosis,,,,,
3,biomedical imaging,1,https://lod.nal.usda.gov/nalt/332148,,,biomedical imaging,,,,,
4,magnetic resonance imaging,1,https://lod.nal.usda.gov/nalt/8489,,,,magnetic resonance imaging,,,,
